"review_id","reviewer_name","review_rating","review_title","review_date","review_content","book_id"
929,"Paul O'Sullivan",2,"Not worth it","2020-09-16","I read the first 40 something pages and put the book down. Very simply, the author is academically wrong in a handful of spots (example: cost of equity vs debt). At least in the pages I read he doesn’t show you the new ways to store data in Excel that is perfect for historical accounting data (Power Query). He also doesn’t seem to have a strong grasp of the mechanics of accounting, especially with the creation of a cash flow statement.",69
930,"John Calloway",5,"Best Buy","2019-10-22","Good Read...Excellent learning tool...",69
931,"JCK",1,"Crap product","2022-08-06","Book is nearly worthless. The practice tools are incredibly limited. The product itself is very poorly written. Many other resources that provide greater quality. Don’t buy this.",69
932,"Kyle Brazil",1,"Illiterate authors","2021-02-26","Terrible writing. The editor of this book should be fired.",69
933,"HA3",1,"Quite vague!","2020-11-09","Quite vague, not what I was expecting for. Very disappointed!",69
934,"Rie de Fullerton",4,"","2020-12-28","Good for basic, non-complicated financial model.",69
935,"redsneaker",5,"","2020-08-23","Easy to follow - just what I needed. Thank you!",69
936,"Doctor Integral",4,"Great Introduction to the Field!","2014-12-27","I purchased and read this book because I was interested in learning about what data scientists ""do"" on a day-to-day basis, and the book definitely delivers in that respect.  It is very up-front in stating that it does not cover many of the details (e.g., requisite math/statistics background, coding in R, etc.), but it provides numerous references for learning this material for those who wish to take a deeper dive.  It provides perspectives from a number of experts in the field, along with their associated domains of expertise, and hence appears to give a good sampling of the different backgrounds and personalities of self-labelled data scientists.",70
937,"I Teach Typing",5,"Beautiful with excellent references but the code needs work","2014-03-07","This is a beautiful, thoughtful survey with excellent references.  I am an academic data scientist with nearly 20 years experience and I wanted a book to offer my students who are starting in the field.  This is it.",70
954,"Marcos Fernandes",5,"","2021-08-15","As a trader, I’ve found that you don’t really learn how to be an effective trader through books, but rather through experience. The best experience is putting down your own capital and learning how to trade with it, how to handle the euphoria of making money and the gut-wrenching sensation of watching your positions reverse on you.",63
955,"Vishaal",4,"","2021-09-22","This review is on the kindle book quality. The font quality is poor (looks like ~ 100 dpi). It is not easy to read for a book of this length. I will buy the physical book.",63
938,"Cesar A. Brea",5,"A healthy blend of competence and humility","2014-10-13","I make my living working with businesses to help them build their analytic capabilities in sales and marketing, by working on real opportunities and generalizing lessons from specific experiences and results.  Business sort of demands that over time you narrow problem-defining frameworks, problem-solving techniques, and problem-processing operations to what you can scale and consistently deliver.  But what I have learned is that if you push these past use as points of departure, and force them as points of arrival, results and learning suffer.  (As they say, if you have a hammer, then everything looks like, etc. etc.) This is especially true as things get more complex on all these fronts.  What I appreciated about this book was that even as it is an excellent survey of specific approaches and techniques at the coal-face of their application (there are code samples here, people!), it's also a thoughtful exposition of the limits of these and of the pitfalls they present.  You might be tempted to skip Chapters 15 and 16 if you're just looking to RTFM, but you shouldn't; for me they were the real meat of the book. Maybe it's confirmation bias at work, but it was reassuring to hear such a humble tone coming at the end of such a competent treatment of different data science challenges.  Doing this work very occasionally brings triumph and much more often despair, so it helps to have reminders from seasoned pros that what really matters is just trying, steadily, to get better at your craft.",70
